Date/Time : 21/10/2022 12:32:33

Центр =  373.71626013879535

-373.716260	0.00000
-372.716260	0.00000
-371.716260	0.00000
-370.716260	0.00000
-369.716260	1.00000
-368.716260	7.00000
-367.716260	5.00000
-366.716260	6.00000
-365.716260	6.00000
-364.716260	6.00000
-363.716260	5.00000
-362.716260	6.00000
-361.716260	6.00000
-360.716260	5.00000
-359.716260	5.00000
-358.716260	5.00000
-357.716260	6.00000
-356.716260	6.00000
-355.716260	6.00000
-354.716260	7.00000
-353.716260	6.00000
-352.716260	5.00000
-351.716260	4.00000
-350.716260	5.00000
-349.716260	5.00000
-348.716260	5.00000
-347.716260	5.00000
-346.716260	6.00000
-345.716260	6.00000
-344.716260	7.00000
-343.716260	8.00000
-342.716260	7.00000
-341.716260	7.00000
-340.716260	7.00000
-339.716260	7.00000
-338.716260	7.00000
-337.716260	5.00000
-336.716260	7.00000
-335.716260	6.00000
-334.716260	5.00000
-333.716260	8.00000
-332.716260	8.00000
-331.716260	9.00000
-330.716260	7.00000
-329.716260	7.00000
-328.716260	9.00000
-327.716260	6.00000
-326.716260	6.00000
-325.716260	6.00000
-324.716260	5.00000
-323.716260	6.00000
-322.716260	7.00000
-321.716260	7.00000
-320.716260	7.00000
-319.716260	7.00000
-318.716260	8.00000
-317.716260	7.00000
-316.716260	9.00000
-315.716260	9.00000
-314.716260	7.00000
-313.716260	7.00000
-312.716260	7.00000
-311.716260	6.00000
-310.716260	8.00000
-309.716260	7.00000
-308.716260	8.00000
-307.716260	7.00000
-306.716260	8.00000
-305.716260	9.00000
-304.716260	8.00000
-303.716260	9.00000
-302.716260	7.00000
-301.716260	8.00000
-300.716260	7.00000
-299.716260	9.00000
-298.716260	7.00000
-297.716260	7.00000
-296.716260	7.00000
-295.716260	8.00000
-294.716260	6.00000
-293.716260	6.00000
-292.716260	7.00000
-291.716260	7.00000
-290.716260	7.00000
-289.716260	8.00000
-288.716260	6.00000
-287.716260	5.00000
-286.716260	6.00000
-285.716260	6.00000
-284.716260	6.00000
-283.716260	7.00000
-282.716260	6.00000
-281.716260	8.00000
-280.716260	8.00000
-279.716260	9.00000
-278.716260	7.00000
-277.716260	8.00000
-276.716260	8.00000
-275.716260	7.00000
-274.716260	8.00000
-273.716260	7.00000
-272.716260	6.00000
-271.716260	6.00000
-270.716260	6.00000
-269.716260	7.00000
-268.716260	6.00000
-267.716260	8.00000
-266.716260	7.00000
-265.716260	9.00000
-264.716260	8.00000
-263.716260	8.00000
-262.716260	7.00000
-261.716260	6.00000
-260.716260	6.00000
-259.716260	5.00000
-258.716260	6.00000
-257.716260	5.00000
-256.716260	6.00000
-255.716260	7.00000
-254.716260	8.00000
-253.716260	8.00000
-252.716260	9.00000
-251.716260	9.00000
-250.716260	9.00000
-249.716260	9.00000
-248.716260	8.00000
-247.716260	8.00000
-246.716260	8.00000
-245.716260	8.00000
-244.716260	6.00000
-243.716260	7.00000
-242.716260	8.00000
-241.716260	9.00000
-240.716260	9.00000
-239.716260	10.00000
-238.716260	10.00000
-237.716260	10.00000
-236.716260	9.00000
-235.716260	9.00000
-234.716260	10.00000
-233.716260	9.00000
-232.716260	9.00000
-231.716260	9.00000
-230.716260	8.00000
-229.716260	9.00000
-228.716260	9.00000
-227.716260	10.00000
-226.716260	11.00000
-225.716260	10.00000
-224.716260	10.00000
-223.716260	11.00000
-222.716260	10.00000
-221.716260	9.00000
-220.716260	11.00000
-219.716260	9.00000
-218.716260	10.00000
-217.716260	11.00000
-216.716260	12.00000
-215.716260	13.00000
-214.716260	13.00000
-213.716260	13.00000
-212.716260	14.00000
-211.716260	14.00000
-210.716260	14.00000
-209.716260	12.00000
-208.716260	12.00000
-207.716260	14.00000
-206.716260	11.00000
-205.716260	11.00000
-204.716260	11.00000
-203.716260	11.00000
-202.716260	12.00000
-201.716260	13.00000
-200.716260	15.00000
-199.716260	16.00000
-198.716260	14.00000
-197.716260	14.00000
-196.716260	15.00000
-195.716260	13.00000
-194.716260	14.00000
-193.716260	14.00000
-192.716260	12.00000
-191.716260	13.00000
-190.716260	14.00000
-189.716260	14.00000
-188.716260	15.00000
-187.716260	15.00000
-186.716260	15.00000
-185.716260	15.00000
-184.716260	16.00000
-183.716260	15.00000
-182.716260	14.00000
-181.716260	14.00000
-180.716260	14.00000
-179.716260	15.00000
-178.716260	15.00000
-177.716260	15.00000
-176.716260	15.00000
-175.716260	15.00000
-174.716260	15.00000
-173.716260	15.00000
-172.716260	14.00000
-171.716260	15.00000
-170.716260	15.00000
-169.716260	14.00000
-168.716260	11.00000
-167.716260	12.00000
-166.716260	10.00000
-165.716260	11.00000
-164.716260	12.00000
-163.716260	13.00000
-162.716260	11.00000
-161.716260	11.00000
-160.716260	10.00000
-159.716260	12.00000
-158.716260	10.00000
-157.716260	10.00000
-156.716260	9.00000
-155.716260	9.00000
-154.716260	9.00000
-153.716260	7.00000
-152.716260	7.00000
-151.716260	7.00000
-150.716260	6.00000
-149.716260	7.00000
-148.716260	8.00000
-147.716260	8.00000
-146.716260	7.00000
-145.716260	9.00000
-144.716260	9.00000
-143.716260	6.00000
-142.716260	5.00000
-141.716260	6.00000
-140.716260	7.00000
-139.716260	5.00000
-138.716260	5.00000
-137.716260	4.00000
-136.716260	6.00000
-135.716260	7.00000
-134.716260	5.00000
-133.716260	7.00000
-132.716260	5.00000
-131.716260	6.00000
-130.716260	6.00000
-129.716260	7.00000
-128.716260	4.00000
-127.716260	3.00000
-126.716260	4.00000
-125.716260	6.00000
-124.716260	5.00000
-123.716260	5.00000
-122.716260	5.00000
-121.716260	6.00000
-120.716260	8.00000
-119.716260	7.00000
-118.716260	8.00000
-117.716260	6.00000
-116.716260	7.00000
-115.716260	8.00000
-114.716260	9.00000
-113.716260	8.00000
-112.716260	10.00000
-111.716260	10.00000
-110.716260	11.00000
-109.716260	14.00000
-108.716260	15.00000
-107.716260	15.00000
